;N1;L1;N2;L2;a2;N3;L3;;;;Air blades;Air inlet;CH4;Temperature;S2;NH3;H2;O2;N2;CO2;H20;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Temperature (K);Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of Nitrogen Oxide Emission;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of CO;Line Probe 8: Direction [-1,0,0] (m);Line Probe 8: Mass Fraction of H2O
83;36;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;488;0;0;0;0,220013;0,763956;0,00516;0,010871;2,908379999999636;2115,219689999166;3,1930999999996503;6,0538217314196486e-05;1,27123999999956;0,1350411744415868;3,1219199999996468;0,1151723485564133
84;36;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;491;0;0;0;0,213121;0,76123;0,008256;0,017394;2,9795599999996405;2081,6288130672947;3,4066399999996597;3,4387966201502874e-05;1,3424199999995636;0,1272197841778432;3,264279999999653;0,1154000826921935
85;36;105;24;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;493;0;0;0;0,208526;0,759412;0,01032;0,021742;2,7660199999996298;2038,612281991948;3,762539999999677;2,681923955591752e-05;1,484779999999569;0,1278653944489806;3,6913599999996736;0,1171919839777704
86;18;105;12;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,233;0,767;0;0;2,552479999999619;2131,357817818072;2,908379999999636;0,00024246122387404663;1,0576999999995491;0,1336684784527344;2,7660199999996298;0,1201726125281022
87;18;105;12;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;475;0;0;0;0,211351;0,757495;0,010028;0,021127;2,694839999999626;2055,292881950948;3,5489999999996678;3,5085067106822114e-05;1,3424199999995636;0,129839608343253;2,8371999999996333;0,1127486152917973
88;18;105;12;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;477;0;0;0;0,20128;0,75199;0,01504;0,03169;2,908379999999636;2004,560281582912;3,5489999999996678;1,45693772389966e-05;1,3424199999995636;0,1218756025555607;3,1219199999996468;0,1180031062733705
89;18;105;12;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;478;0;0;0;0,1912;0,74649;0,02006;0,04225;2,908379999999636;1940,8260678244164;3,5489999999996678;5,444677960143601e-06;1,3424199999995636;0,111013937519317;3,264279999999653;0,1198373330233285
90;18;105;12;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;477;0;0;0;0,233;0,767;0;0;2,694839999999626;2185,3726110377597;3,5489999999996678;0,00015807775053302317;0,5594399999995261;0,1427339666550943;2,908379999999636;0,11277942211664
91;18;105;12;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;481;0;0;0;0,219523;0,764288;0,005211;0,010978;2,8371999999996333;2113,9250756838887;3,9048999999996834;6,003155470030526e-05;1,4135999999995654;0,1339870111249465;2,8371999999996333;0,1111532774957618
92;18;105;12;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;483;0;0;0;0,212338;0,761761;0,008337;0,017564;2,9795599999996405;2078,0718224294487;3,3354599999996566;3,420323835927737e-05;1,3424199999995636;0,1285572113456227;3,1930999999996503;0,1148831841324351
93;18;105;12;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;484;0;0;0;0,207547;0,760077;0,010421;0,021955;2,694839999999626;2047,616304276332;3,5489999999996678;2,3744473901366813e-05;1,3424199999995636;0,1253313992123785;2,908379999999636;0,1145365598186716
94;18;105;12;70;60;9;29,6;0;0;0;77,01;30,23;0,7334;488;0;0;0;0,19557;0,755865;0,015632;0,032933;2,908379999999636;2002,5781948304011;3,3354599999996566;7,4911664604722415e-06;1,2000599999995565;0,1168939682218819;3,1930999999996503;0,1202793541646538
95;18;105;12;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;483;0;0;0;0,233;0,767;0;0;2,6236599999996244;2200,541276933728;3,5489999999996678;0,0001359094230040894;1,27123999999956;0,1448146411227051;2,7660199999996298;0,1133213043763552
96;18;105;12;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;488;0;0;0;0,220013;0,763956;0,00516;0,010871;2,7660199999996298;2124,7294428629293;3,3354599999996566;5,408003088872544e-05;1,4135999999995654;0,1348587256136852;3,1219199999996468;0,1139966513832017
97;18;105;12;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;491;0;0;0;0,213121;0,76123;0,008256;0,017394;2,908379999999636;2090,7883159772728;3,5489999999996678;3,408290206387166e-05;1,3424199999995636;0,1304426233274863;3,264279999999653;0,116176140368704
98;18;105;12;70;60;9;29,6;0;0;0;89,89;35,29;0,8477;493;0;0;0;0,208526;0,759412;0,01032;0,021742;2,9795599999996405;2077,2667826721445;3,4066399999996597;2,38931632297362e-05;1,3424199999995636;0,1223930063798295;3,1930999999996503;0,1189408893345653
99;12;105;12;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;471;0;0;0;0,233;0,767;0;0;2,908379999999636;2142,685059109437;3,1930999999996503;0,00031515116048238016;0,4882599999995225;0,1363103571111959;3,1930999999996503;0,1215331025869601
100;12;105;12;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;475;0;0;0;0,211351;0,757495;0,010028;0,021127;3,3354599999996566;2081,229645528293;3,6913599999996736;4,285225003557349e-05;1,128879999999553;0,1371921361336205;3,62017999999967;0,117862476796854
101;12;105;12;70;60;9;29,6;0;0;0;60,63;23,8;0,555629547388279;477;0;0;0;0,20128;0,75199;0,01504;0,03169;2,908379999999636;2021,5101016599804;3,4066399999996597;1,6603916095465308e-05;1,2000599999995565;0,1211946752921668;3,3354599999996566;0,1208735463276876
